"year","observed","ef_kg_per_mwh","two_period_hat","post_median_hat","pollutant","group","break_year"
2015,TRUE,0.676127348701415,0.751469464576745,0.676127348701415,"NOx","Anthracite",2019
2016,TRUE,0.76464848195373,0.658619245953072,0.76464848195373,"NOx","Anthracite",2019
2017,TRUE,0.579736902954074,0.5657690273294,0.579736902954074,"NOx","Anthracite",2019
2018,TRUE,0.428263812955725,0.472918808705727,0.428263812955725,"NOx","Anthracite",2019
2019,TRUE,0.206627750190963,0.180076207419989,0.206627750190963,"NOx","Anthracite",2019
2020,TRUE,0.217164412306326,0.180076207419989,0.217164412306326,"NOx","Anthracite",2019
2021,TRUE,0.230670883664859,0.180076207419989,0.230670883664859,"NOx","Anthracite",2019
2022,TRUE,0.213011775743863,0.180076207419989,0.213011775743863,"NOx","Anthracite",2019
2023,TRUE,0.204729268356062,0.180076207419989,0.204729268356062,"NOx","Anthracite",2019
2024,TRUE,0.00825315425785982,0.180076207419989,0.00825315425785982,"NOx","Anthracite",2019
2025,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2026,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2027,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2028,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2029,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2030,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2031,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2032,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2033,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2034,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2035,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2036,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2037,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2038,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2039,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2040,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2041,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2042,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2043,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2044,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2045,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2046,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2047,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2048,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2049,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
2050,FALSE,,0.180076207419989,0.209819762967413,"NOx","Anthracite",2019
